campaign_id,date,platform,ad_format,target_audience,budget_usd,impressions,clicks,ctr,conversions,cost_per_click,cost_per_conversion,revenue,roas
1085,2024-12-04,LinkedIn,display,25-34,148.55,9936,136,0.0137,0,1.09,,0.0,0.0
1086,2024-12-04,LinkedIn,display,18-24,152.83,11078,109,0.0099,4,1.4,38.21,152.74,1.0
1087,2024-12-05,Facebook,story,55+,278.85,3251,47,0.0148,1,5.93,278.85,39.18,0.14
1088,2024-12-05,Facebook,carousel,35-44,144.58,7328,127,0.0174,0,1.14,,0.0,0.0
1089,2024-12-05,Instagram,carousel,35-44,361.27,16363,214,0.0131,8,1.69,45.16,549.3,1.52
1090,2024-12-05,Instagram,story,45-54,296.97,26192,510,0.0195,12,0.58,24.75,816.82,2.75
1091,2024-12-06,Google,display,18-24,170.53,15246,557,0.0366,20,0.31,8.53,,10.36
1092,2024-12-06,Google,carousel,18-24,169.85,5958,258,0.0434,7,0.66,24.26,726.23,4.28
1093,2024-12-06,Facebook,story,18-24,168.4,9174,78,0.0085,3,2.16,56.13,154.66,0.92
1094,2024-12-06,TikTok,story,25-34,213.91,16512,299,0.0181,8,0.72,26.74,552.79,2.58
1095,2024-12-06,TikTok,story,45-54,106.89,6706,98,0.0146,5,1.09,21.38,312.41,2.92
1096,2024-12-06,LinkedIn,carousel,18-24,109.07,3665,10,0.0028,0,10.91,,0.0,0.0
1097,2024-12-06,LinkedIn,carousel,55+,173.06,6975,82,0.0118,3,2.11,57.69,,0.85
1098,2024-12-06,LinkedIn,carousel,18-24,200.52,8680,36,0.0043,1,5.57,200.52,56.53,0.28
1099,2024-12-07,Google,video,25-34,187.09,5724,187,0.0327,5,1.0,37.42,242.0,1.29
1100,2024-12-07,Google,video,25-34,170.78,9391,297,0.0317,5,0.58,34.16,388.38,2.27
1101,2024-12-07,Google,display,55+,204.79,8564,280,0.0328,7,0.73,29.26,615.84,3.01
1102,2024-12-07,Facebook,search,25-34,324.09,25839,242,0.0094,3,1.34,108.03,220.06,0.68
1103,2024-12-07,Facebook,carousel,25-34,168.91,2635,22,0.0084,0,7.68,,0.0,0.0
1104,2024-12-07,Facebook,video,25-34,20,1011,17,0.0175,0,1.18,,0.0,0.0
1105,2024-12-07,Instagram,search,25-34,191.04,12429,333,0.0268,8,0.57,23.88,606.21,3.17
1106,2024-12-07,Instagram,carousel,35-44,94.87,4783,69,0.0145,2,1.37,47.44,70.04,0.74
1107,2024-12-07,Instagram,video,18-24,20,1362,16,0.0122,0,1.25,,0.0,0.0
1108,2024-12-07,TikTok,story,35-44,129.6,7072,126,0.018,1,1.03,129.6,80.32,0.62
1109,2024-12-07,LinkedIn,story,45-54,270.47,9155,202,0.0221,5,1.34,54.09,158.96,0.59
1110,2024-12-07,LinkedIn,carousel,45-54,152.36,4436,28,0.0064,0,5.44,,0.0,0.0
1111,2024-12-08,Google,story,18-24,169.03,14841,501,0.0338,6,0.34,28.17,468.94,2.77
1112,2024-12-08,Google,search,55+,20,1021,36,0.0357,0,0.56,,0.0,0.0
1113,2024-12-08,Facebook,video,55+,248.78,14446,222,0.0154,5,1.12,49.76,,0.99
1114,2024-12-08,Facebook,story,35-44,58.17,2896,67,0.0232,3,0.87,19.39,311.09,5.35
1115,2024-12-08,Facebook,carousel,45-54,59.68,2740,43,0.0159,0,1.39,,0.0,0.0
1116,2024-12-08,Instagram,display,18-24,120.93,6632,75,0.0115,2,1.61,60.47,,1.65
1117,2024-12-08,Instagram,carousel,35-44,20,631,15,0.0241,0,1.33,,0,0.0
1118,2024-12-08,TikTok,story,25-34,58.4,771,13,0.0179,0,4.49,,0.0,0.0
1119,2024-12-08,TikTok,video,45-54,63.11,4855,104,0.0214,4,0.61,15.78,232.71,3.69
1120,2024-12-08,LinkedIn,display,45-54,105.34,5209,41,0.0079,0,2.57,,0.0,0.0
1121,2024-12-08,LinkedIn,carousel,25-34,168.38,11105,11,0.001,0,15.31,,0.0,0.0
1122,2024-12-09,Facebook,story,18-24,44.51,3131,48,0.0155,2,0.93,22.25,127.42,2.86
1123,2024-12-09,Facebook,search,18-24,20,1012,1,0.0015,0,20.0,,0.0,0.0
1124,2024-12-09,Instagram,video,18-24,20,1721,20,0.0117,0,1.0,,0.0,0.0
1125,2024-12-09,TikTok,search,45-54,97.39,6167,121,0.0197,2,0.8,48.7,162.36,1.67
1126,2024-12-09,TikTok,search,18-24,202.92,14692,162,0.0111,4,1.25,50.73,195.03,0.96
1127,2024-12-09,LinkedIn,video,55+,74.58,6748,65,0.0098,1,1.15,74.58,144.64,1.94
1128,2024-12-09,LinkedIn,video,35-44,294.04,18712,109,0.0059,3,2.7,98.01,155.95,0.53
1129,2024-12-10,Facebook,display,55+,88.84,9682,123,0.0127,6,0.72,14.81,473.28,5.33
1130,2024-12-10,Facebook,search,55+,20,934,10,0.0113,0,2.0,,0.0,0.0
1131,2024-12-10,Facebook,display,45-54,134.87,11205,150,0.0135,7,0.9,19.27,622.59,4.62
1132,2024-12-10,Instagram,video,25-34,160.84,8282,18,0.0023,0,8.94,,0.0,0.0
1133,2024-12-10,Instagram,display,18-24,208.7,16244,312,0.0192,6,0.67,34.78,60,0.29
1134,2024-12-10,Instagram,display,55+,168.73,12203,122,0.01,4,1.38,42.18,40,0.24
1135,2024-12-10,TikTok,carousel,55+,48.07,3132,68,0.0218,1,0.71,48.07,75.81,1.58
1136,2024-12-10,LinkedIn,search,18-24,144.94,10061,126,0.0125,4,1.15,36.23,230.57,1.59
1137,2024-12-10,LinkedIn,search,18-24,221.74,20951,20,0.001,0,11.09,,0.0,0.0
1138,2024-12-11,Google,video,25-34,270.78,21436,591,0.0276,16,0.46,16.92,1553.65,5.74
1139,2024-12-11,Facebook,display,25-34,20,2430,22,0.0093,0,0.91,,0.0,0.0
1140,2024-12-11,Facebook,search,25-34,189.32,16015,216,0.0135,2,0.88,94.66,88.97,0.47
1141,2024-12-11,TikTok,video,35-44,154.37,11903,204,0.0172,5,0.76,30.87,119.84,0.78
1142,2024-12-12,Google,display,25-34,158.89,10969,388,0.0354,0,0.41,,0.0,0.0
1143,2024-12-12,Google,carousel,35-44,20,1194,49,0.0417,2,0.41,10.0,,4.41
1144,2024-12-12,Facebook,display,55+,105.33,6015,104,0.0174,0,1.01,,0.0,0.0
1145,2024-12-12,Facebook,search,45-54,121.75,5549,133,0.024,1,0.92,121.75,70.35,0.58
1146,2024-12-12,Facebook,video,18-24,77.28,4072,29,0.0073,0,2.66,,0.0,0.0
1147,2024-12-12,Instagram,search,35-44,137.76,11417,166,0.0146,12,0.83,11.48,227.16,1.65
1148,2024-12-12,Instagram,search,55+,98.42,6391,91,0.0143,0,1.08,,0.0,0.0
1149,2024-12-12,Instagram,story,55+,263.72,14663,273,0.0187,14,0.97,18.84,1199.32,4.55
1150,2024-12-12,TikTok,display,18-24,20,1500,20,0.0138,0,1.0,,0.0,0.0
1151,2024-12-13,Facebook,story,45-54,113.88,9584,174,0.0182,2,0.65,56.94,116.75,1.03
1152,2024-12-13,Facebook,carousel,55+,20,490,8,0.0176,0,2.5,,0.0,0.0
1153,2024-12-13,Facebook,story,35-44,69.32,4178,69,0.0166,2,1.0,34.66,150.09,2.17
1154,2024-12-13,LinkedIn,story,25-34,145.43,6423,90,0.0142,2,1.62,72.72,49.16,0.34
1155,2024-12-13,LinkedIn,display,45-54,258.6,14699,101,0.0069,2,2.56,129.3,223.65,0.86
1156,2024-12-14,Google,display,55+,105.79,3237,94,0.0291,2,1.13,52.9,157.36,1.49
1157,2024-12-14,Instagram,video,35-44,131.42,4214,82,0.0196,1,1.6,131.42,41.07,0.31
1158,2024-12-14,Instagram,video,35-44,117.78,8238,91,0.0112,2,1.29,58.89,140.12,1.19
1159,2024-12-15,Google,search,45-54,20,1110,44,0.0402,0,0.45,,0.0,0.0
1160,2024-12-15,Google,story,25-34,260.36,15080,575,0.0382,18,0.45,14.46,1797.79,6.91
1161,2024-12-15,Google,carousel,55+,230.92,17381,550,0.0317,23,0.42,10.04,999.84,4.33
1162,2024-12-15,Facebook,story,55+,191.45,11718,201,0.0172,3,0.95,63.82,229.94,1.2
1163,2024-12-15,Facebook,carousel,45-54,20,1165,3,0.0032,0,6.67,,0.0,0.0
1164,2024-12-15,Instagram,display,35-44,202.83,15056,161,0.0107,2,1.26,101.42,109.13,0.54
1165,2024-12-15,Instagram,display,45-54,120.77,4302,72,0.0168,5,1.68,24.15,56.23,0.47
1166,2024-12-15,Instagram,display,55+,72.33,3663,84,0.0231,3,0.86,24.11,216.49,2.99
1167,2024-12-15,TikTok,display,25-34,227.01,13018,207,0.016,4,1.1,56.75,69.54,0.31
1168,2024-12-15,TikTok,carousel,55+,65.45,4332,99,0.0229,2,0.66,32.73,179.04,2.74
1169,2024-12-15,LinkedIn,carousel,45-54,201.94,9472,119,0.0126,3,1.7,67.31,237.08,1.17
1170,2024-12-15,LinkedIn,story,25-34,160.11,11353,92,0.0082,1,1.74,160.11,93.01,0.58
1171,2024-12-15,LinkedIn,display,45-54,260.01,17544,134,0.0077,3,1.94,86.67,90.62,0.35
1172,2024-12-16,Facebook,story,35-44,214.4,10220,179,0.0176,7,1.2,30.63,805.82,3.76
1173,2024-12-16,Facebook,story,18-24,111.43,4366,82,0.019,3,1.36,37.14,231.85,2.08
1174,2024-12-16,Facebook,video,25-34,88.56,4906,58,0.012,1,1.53,88.56,112.43,1.27
1175,2024-12-16,LinkedIn,story,45-54,262.91,25292,322,0.0127,5,0.82,52.58,241.58,0.92
1176,2024-12-16,LinkedIn,display,45-54,254.69,18461,142,0.0077,4,1.79,63.67,490.87,1.93
1177,2024-12-16,LinkedIn,display,25-34,203.32,24954,24,0.001,1,8.47,203.32,46.03,0.23
1178,2024-12-17,Facebook,search,18-24,88.3,5568,123,0.0222,1,0.72,88.3,82.17,0.93
1179,2024-12-17,Facebook,video,55+,54.42,5390,65,0.0121,2,0.84,27.21,132.56,2.44
1180,2024-12-17,Facebook,story,18-24,33.85,1972,28,0.0142,1,1.21,33.85,42.44,1.25
1181,2024-12-17,Instagram,search,45-54,115.55,9671,66,0.0069,2,1.75,57.77,125.6,1.09
1182,2024-12-17,TikTok,video,35-44,261.46,20133,401,0.0199,22,0.65,11.88,1737.67,6.65
1183,2024-12-17,TikTok,carousel,35-44,287.2,16696,386,0.0232,13,0.74,22.09,632.3,2.2
1184,2024-12-18,Google,video,55+,78.18,6313,208,0.0331,2,0.38,39.09,188.29,2.41
1185,2024-12-18,Google,carousel,25-34,271.54,9890,363,0.0367,14,0.75,19.4,300.21,1.11
1186,2024-12-18,Google,story,35-44,30.94,1826,69,0.038,1,0.45,30.94,52.19,1.69
1187,2024-12-18,Facebook,carousel,18-24,124.23,7921,63,0.008,3,1.97,41.41,54.76,0.44
1188,2024-12-18,Facebook,carousel,55+,119.18,8409,182,0.0218,5,0.65,23.84,187.55,1.57
1189,2024-12-18,Instagram,video,35-44,239.51,14182,323,0.0228,7,0.74,34.22,554.67,2.32
1190,2024-12-18,Instagram,search,55+,174.37,11130,139,0.0126,2,1.25,87.19,163.01,0.93
1191,2024-12-18,TikTok,display,35-44,237.74,14713,167,0.0114,3,1.42,79.25,272.43,1.15
1192,2024-12-18,TikTok,display,35-44,244.56,18304,373,0.0204,13,0.66,18.81,429.08,1.75
1193,2024-12-18,LinkedIn,story,35-44,190.84,16519,192,0.0117,3,0.99,63.61,30,0.16
1194,2024-12-19,Facebook,search,18-24,129.7,5438,58,0.0108,0,2.24,,0.0,0.0
1195,2024-12-19,Facebook,story,45-54,244.92,8571,34,0.0041,2,7.2,122.46,185.5,0.76
1196,2024-12-19,Facebook,video,55+,375.6,36707,480,0.0131,20,0.78,18.78,1561.79,4.16
1197,2024-12-19,Instagram,carousel,25-34,20,1854,18,0.0102,0,1.11,,0.0,0.0
1198,2024-12-19,TikTok,search,45-54,32.62,3377,75,0.0222,2,0.43,16.31,53.01,1.63
1199,2024-12-19,TikTok,story,35-44,95.85,9311,138,0.0149,4,0.69,23.96,196.39,2.05
1200,2024-12-19,LinkedIn,carousel,25-34,193.34,17498,117,0.0067,3,1.65,64.45,155.88,0.81
1201,2024-12-19,LinkedIn,video,18-24,131.36,9400,178,0.019,2,0.74,65.68,,1.11
1202,2024-12-20,Google,search,35-44,72.24,3892,171,0.044,6,0.42,12.04,502.06,6.95
1203,2024-12-20,Google,carousel,18-24,243.19,15593,540,0.0347,13,0.45,18.71,1374.92,5.65
1204,2024-12-20,Google,search,45-54,192.05,6345,191,0.0302,4,1.01,48.01,267.64,1.39
1205,2024-12-20,Instagram,carousel,45-54,245.44,13184,126,0.0096,3,1.95,81.81,128.96,0.53
1206,2024-12-20,TikTok,carousel,18-24,139.18,9951,177,0.0179,2,0.79,69.59,91.06,0.65
1207,2024-12-20,TikTok,story,18-24,146.79,8079,119,0.0148,2,1.23,73.39,81.58,0.56
1208,2024-12-21,Google,story,35-44,189.99,8047,320,0.0398,3,0.59,63.33,185.6,0.98
1209,2024-12-21,Google,story,18-24,205.8,10392,359,0.0346,13,0.57,15.83,248.62,1.21
1210,2024-12-21,Google,story,18-24,137.46,12218,365,0.03,16,0.38,8.59,1158.43,8.43
1211,2024-12-21,Instagram,search,25-34,63.9,2073,33,0.016,0,1.94,,0.0,0.0
1212,2024-12-21,TikTok,story,35-44,176.97,5600,130,0.0233,3,1.36,58.99,408.79,2.31
1213,2024-12-21,LinkedIn,story,18-24,97.63,3001,17,0.0057,0,5.74,,0.0,0.0
1214,2024-12-21,LinkedIn,video,25-34,60.8,1391,23,0.0166,0,2.64,,0.0,0.0
1215,2024-12-22,Google,display,25-34,44.66,2871,93,0.0326,1,0.48,44.66,18.22,0.41
1216,2024-12-22,Google,carousel,18-24,236.96,15548,586,0.0378,22,0.4,10.77,1335.27,5.64
1217,2024-12-22,Instagram,search,55+,86.06,4937,62,0.0127,1,1.39,86.06,98.14,1.14
1218,2024-12-22,TikTok,story,45-54,20,1053,39,0.0372,1,0.51,20.0,43.28,2.16
1219,2024-12-22,TikTok,video,45-54,136.11,7361,114,0.0155,3,1.19,45.37,172.41,1.27
1220,2024-12-22,TikTok,display,25-34,27.63,1333,38,0.0292,0,0.73,,0.0,0.0
1221,2024-12-22,LinkedIn,search,18-24,162.89,4916,58,0.0118,1,2.81,162.89,13.91,0.09
1222,2024-12-22,LinkedIn,carousel,35-44,182.8,9598,159,0.0166,6,1.15,30.47,532.39,2.91
1223,2024-12-23,Google,carousel,25-34,198.8,12540,521,0.0416,15,0.38,13.25,1191.91,6.0
1224,2024-12-23,Google,video,35-44,33.21,1969,45,0.0231,1,0.74,33.21,,0.99
1225,2024-12-23,Google,story,18-24,176.99,13474,493,0.0366,17,0.36,10.41,886.88,5.01
1226,2024-12-23,TikTok,carousel,25-34,101.03,7973,163,0.0205,4,0.62,25.26,354.66,3.51
1227,2024-12-23,TikTok,carousel,35-44,158.81,12316,229,0.0186,8,0.69,19.85,138.78,0.87
1228,2024-12-23,LinkedIn,display,35-44,228.79,15109,350,0.0232,2,0.65,114.39,135.49,0.59
1229,2024-12-23,LinkedIn,carousel,55+,106.42,10926,44,0.004,1,2.42,106.42,78.41,0.74
1230,2024-12-24,Google,search,18-24,232.42,11606,371,0.032,17,0.63,13.67,990.8,4.26
1231,2024-12-24,Google,story,35-44,45.55,3334,82,0.0247,1,0.56,45.55,53.76,1.18
1232,2024-12-24,Instagram,story,25-34,79.12,5133,54,0.0106,2,1.47,39.56,34.56,0.44
1233,2024-12-24,Instagram,search,45-54,20,701,9,0.0142,0,2.22,,0.0,0.0
1234,2024-12-24,TikTok,carousel,25-34,184.08,8873,104,0.0118,3,1.77,61.36,140.12,0.76
1235,2024-12-24,LinkedIn,video,25-34,129.82,5278,27,0.0053,0,4.81,,0.0,0.0
1236,2024-12-25,Facebook,video,35-44,159.13,10666,157,0.0148,8,1.01,19.89,528.14,3.32
1237,2024-12-25,Facebook,search,45-54,284.54,19356,172,0.0089,6,1.65,47.42,632.08,2.22
1238,2024-12-25,Facebook,carousel,35-44,278.36,17382,212,0.0122,3,1.31,92.79,203.17,0.73
1239,2024-12-25,Instagram,carousel,35-44,152.97,13072,218,0.0167,1,0.7,152.97,,0.69
1240,2024-12-25,LinkedIn,search,35-44,167.35,11166,89,0.0081,1,1.88,167.35,51.82,0.31
1241,2024-12-25,LinkedIn,video,35-44,291.01,22257,134,0.006,3,2.17,97.0,210.25,0.72
1242,2024-12-25,LinkedIn,video,45-54,108.23,3802,53,0.014,2,2.04,54.12,142.92,1.32
1243,2024-12-26,Google,story,55+,209.43,10134,316,0.0313,11,0.66,19.04,423.96,2.02
1244,2024-12-26,Google,search,35-44,20,1596,50,0.0317,2,0.4,10.0,112.13,5.61
1245,2024-12-26,Google,search,18-24,250.94,19938,679,0.0341,33,0.37,7.6,1631.19,6.5
1246,2024-12-26,Facebook,display,25-34,132.45,10461,155,0.0149,5,0.85,26.49,395.38,2.99
1247,2024-12-26,Facebook,display,55+,158.11,11266,53,0.0048,2,2.98,79.06,113.52,0.72
1248,2024-12-26,Instagram,display,55+,93.34,4723,104,0.022,3,0.9,31.11,30,0.32
1249,2024-12-26,Instagram,display,35-44,20,1665,18,0.0112,0,1.11,,0.0,0.0
1250,2024-12-26,Instagram,story,18-24,20,1710,32,0.0191,0,0.62,,0.0,0.0
1251,2024-12-26,TikTok,story,35-44,182.37,5771,89,0.0155,3,2.05,60.79,184.78,1.01
1252,2024-12-26,LinkedIn,carousel,25-34,120.76,6081,45,0.0075,1,2.68,120.76,63.87,0.53
1253,2024-12-27,Google,video,45-54,309.77,20065,735,0.0366,0,0.42,,0.0,0.0
1254,2024-12-27,Google,display,55+,252.46,29595,1009,0.0341,8,0.25,31.56,540.41,2.14
1255,2024-12-27,Facebook,story,25-34,124.48,5503,41,0.0075,1,3.04,124.48,60.4,0.49
1256,2024-12-27,Facebook,video,18-24,111.47,5362,60,0.0113,0,1.86,,0.0,0.0
1257,2024-12-27,Instagram,story,55+,195.51,17982,213,0.0119,5,0.92,39.1,133.0,0.68
1258,2024-12-27,TikTok,video,35-44,105.27,8197,94,0.0115,3,1.12,35.09,196.76,1.87
1259,2024-12-27,TikTok,carousel,25-34,265.2,18122,317,0.0175,11,0.84,24.11,539.26,2.03
