median_income,house_age,avg_rooms,avg_bedrooms,population,avg_occupancy,latitude,longitude,median_house_value
4.9627,9,5.747,1.223,189,2.755,33.02,-117.39,271348.0
1.2288,11,5.151,1.49,1316,4.523,34.77,-117.7,164170.7
6.3429,33,5.858,1.39,1783,4.794,38.41,-121.21,327881.5
2.4353,24,4.095,0.5,3708,3.011,34.77,-118.67,87669.6
3.5266,40,5.817,1.333,1336,1.896,39.38,-121.2,149635.2
1.6784,30,5.766,0.849,2807,1.53,34.33,-117.74,119164.1
6.0904,3,3.45,0.567,460,3.921,33.71,-118.05,381921.9
6.1284,39,3.198,0.5,2229,2.372,34.27,-117.52,359403.3
6.5072,8,4.487,0.753,1348,3.045,38.22,-121.85,326673.8
7.1077,32,3.656,0.869,1585,2.851,33.77,-117.56,314410.9
5.2637,27,4.214,0.703,3,4.674,39.49,-121.23,256603.1
2.9593,20,3.98,1.167,3,1.537,36.1,-119.17,166534.5
3.5198,16,6.287,0.803,3111,4.299,39.94,-122.5,169665.6
4.0796,14,4.454,0.692,827,2.526,36.76,-121.69,306755.3
6.4553,23,7.367,1.268,3,1,33.65,-117.05,308671.8
2.4205,43,3.543,0.5,773,2.814,35.13,-119.57,107549.0
0.8819,27,6.799,1.525,1847,2.817,35.27,-119.8,99514.3
7.7402,39,3.94,0.679,605,,33.47,-117.88,343844.2
1.9541,27,4.342,0.828,61,3.319,33.02,-117.32,258585.2
3.2986,22,5.343,0.704,1476,3.464,33.86,-117.65,248135.8
7.2868,52,6.788,,1681,3.292,34.78,-117.57,331656.0
6.1029,23,5.803,1.244,3389,2.881,33.94,-117.67,365452.6
3.4834,33,4.475,0.91,1606,3.273,38.59,-121.47,216540.7
3.6373,11,6.891,1.076,606,3.564,33.07,-118.33,177390.0
3.1194,26,6.199,1.238,3,4.186,39.36,-121.97,52579.8
4.8228,15,6.797,1.71,3199,2.692,32.75,-117.46,249721.0
7.8556,22,2.912,0.742,70,2.896,37.39,-121.27,415253.7
8.3933,45,4.113,0.871,1849,,33.65,-118.27,422096.3
1.3509,35,8.715,2.298,2066,1.716,39.31,-122.01,102267.6
2.348,35,5.335,0.759,2309,3.92,36.69,-119.42,88277.9
5.6763,30,8.142,2.014,3749,5.349,37.44,-121.98,387865.6
2.4783,22,5.095,0.5,671,3.386,34.59,-118.38,128070.4
5.3799,31,4.462,0.997,1430,1.012,32.92,-117.83,290278.8
4.602,37,3.485,0.909,2451,2.184,35.35,-118.03,179692.9
3.5382,1,7.109,1.408,2248,6.017,36.53,-121.25,279861.6
2.636,14,5.103,0.816,2042,2.921,33.45,-117.7,143091.2
4.9756,42,3.697,0.884,1342,4.674,33.28,-117.8,311654.3
2.9129,11,7.845,1.02,869,3.599,32.57,-117.92,142860.4
5.0066,38,6.051,1.226,2049,3.879,39.49,-121.15,176856.0
1.0349,32,5.831,1.0,2688,3.861,35.41,-120.01,82111.4
1.9471,41,4.693,1.138,1467,,38.73,-122.09,57622.9
7.8906,29,6.854,1.185,2189,4.416,36.87,-121.5,486853.4
0.5,33,5.563,1.039,779,4.157,35.18,-120.32,15000
3.6588,29,4.227,0.998,1773,1,37.65,-122.32,286603.5
1.1755,16,4.267,0.791,3165,1,35.58,-120.08,84733.6
2.3104,31,6.66,2.12,1234,3.671,39.93,-121.77,99721.7
6.5208,23,6.648,0.644,967,3.099,34.5,-117.77,407501.8
6.0737,26,8.412,2.009,2280,2.979,33.67,-118.17,433841.0
6.5548,26,5.239,1.299,740,3.016,33.28,-117.08,284582.2
2.2132,28,2.019,0.602,468,4.008,34.29,-117.73,180138.7
1.6457,52,2.796,0.618,875,3.473,36.57,-119.07,15000
5.4773,28,7.833,1.383,3221,2.578,35.1,-118.86,192327.4
1.0551,27,6.765,2.107,568,2.264,36.02,-120.78,118676.6
6.2909,6,6.449,1.064,1454,6.506,37.58,-121.02,318311.3
5.0034,45,9.622,1.279,577,4.589,34.8,-117.5,187013.4
8.1394,25,5.022,1.03,2545,2.284,33.42,-117.7,374439.7
3.8224,45,5.311,1.063,2241,2.402,33.29,-117.98,282227.6
2.1047,29,6.872,1.643,2630,3.226,37.42,-121.55,227375.8
3.34,26,5.028,1.181,1682,3.404,33.99,-118.15,254422.3
3.9067,20,3.718,0.74,2126,3.964,38.42,-121.46,344452.1
5.1585,46,3.496,0.754,3010,1.582,33.93,-118.22,220131.6
6.6542,32,6.891,1.451,989,1.694,36.54,-121.74,421354.9
6.8101,33,2.533,0.632,497,3.145,33.83,-118.05,365897.2
1.7053,28,5.197,0.782,1365,2.519,35.2,-119.81,111983.9
7.4205,39,6.095,1.107,644,2.198,38.05,-121.91,436347.1
1.3942,20,4.867,1.272,2015,3.69,36.82,-120.35,56862.9
6.3096,43,5.917,1.319,509,3.909,33.86,-118.14,389836.5
0.5,43,6.708,0.889,1165,1.35,39.3,-122.24,83115.5
3.8949,32,6.603,0.773,908,4.576,37.59,-121.4,255833.5
3.5188,1,8.831,2.134,2048,3.42,36.76,-122.25,346867.9
3.6017,40,3.192,0.641,2332,4.254,38.4,-121.5,217653.7
3.4609,42,3.393,0.589,3,4.899,33.16,-118.18,181021.2
7.1454,21,4.086,0.78,3414,5.271,33.71,-118.45,350163.8
2.9396,9,4.183,0.553,962,2.261,32.82,-118.47,200600.7
2.5829,29,4.5,1.074,2059,1.898,35.41,-119.76,95109.0
5.0192,23,5.433,1.409,305,3.856,37.57,-122.05,318270.7
2.857,52,7.354,1.167,1019,2.049,39.13,-121.41,78162.6
5.5221,27,6.244,1.208,3,4.023,32.84,-117.27,319363.9
9.456,20,3.643,0.769,1838,2.513,33.19,-117.52,468580.9
4.6281,38,5.726,1.155,629,2.694,34.55,-117.61,203721.2
6.6593,17,8.135,2.021,3,2.688,34.01,-117.52,233432.3
0.5,51,6.635,1.138,1359,2.944,39.0,-121.26,67573.3
4.1101,38,7.546,1.472,1069,1.951,33.71,-117.37,287257.2
6.9016,27,4.448,0.631,294,3.733,34.01,-117.99,318875.1
3.6199,27,5.642,1.118,324,4.654,35.47,-117.53,170567.6
8.5976,20,7.258,1.193,362,3.372,34.28,-118.01,473663.0
4.6082,1,4.289,0.582,2023,2.387,38.7,-121.28,252714.8
5.0897,20,6.466,1.094,2032,4.514,33.7,-117.6,326060.3
3.4722,29,6.76,1.194,3309,1.434,33.9,-117.16,121337.9
4.5682,41,5.798,1.135,1870,2.933,39.7,-121.39,237765.8
5.1529,28,7.189,1.534,3277,4.562,32.53,-117.12,271563.7
5.2488,18,4.826,0.565,3219,3.626,36.54,-121.67,365497.0
1.1256,24,4.632,0.776,251,1,35.19,-118.0,104048.5
4.0178,40,6.132,1.178,3,3.334,32.69,-117.65,196932.9
4.9729,15,3.402,0.806,2156,3.448,38.01,-122.01,344086.6
5.5919,13,6.691,1.452,718,2.2,34.31,-118.27,371206.0
2.53,29,4.725,0.896,3,,36.24,-120.38,141888.0
1.8632,23,3.099,0.769,4092,6.557,37.79,-121.92,200924.8
5.8403,29,5.15,1.06,2133,2.286,37.57,-121.53,417394.3
3.9418,41,4.71,0.777,2951,4.882,33.99,-117.67,237054.3
5.8678,40,5.439,1.107,753,4.063,33.62,-117.98,325711.9
6.204,19,5.528,1.068,296,1.063,33.08,-118.28,311207.0
5.1568,46,6.303,0.943,1783,5.176,34.07,-117.67,266135.6
3.5268,28,4.412,0.543,2192,2.337,34.09,-117.73,129994.2
0.5,33,5.274,1.093,3676,2.689,36.7,-119.52,26126.5
0.9959,52,4.443,1.247,2029,2.201,37.03,-121.57,178529.6
7.6178,30,3.992,0.786,2556,3.491,37.51,-121.24,448276.4
3.1017,17,6.348,1.14,2388,4.985,33.99,-117.78,151685.3
6.5304,28,4.095,0.895,1904,4.26,37.29,-121.01,375047.6
4.6408,22,5.827,1.696,3,3.018,37.97,-122.5,270149.3
6.0433,6,6.806,0.855,700,2.592,34.14,-118.14,444939.9
5.8411,30,4.82,0.913,396,4.056,36.71,-121.41,347724.5
4.5364,19,5.589,1.405,583,2.746,36.57,-121.93,309730.0
3.6053,26,2.609,0.5,1411,1,36.82,-119.54,156796.9
5.2023,36,3.085,0.565,359,2.225,37.77,-121.33,358946.2
2.5323,22,5.239,1.436,3179,3.753,38.59,-121.43,160991.1
7.3232,36,2.818,0.659,75,1.455,38.06,-121.87,475288.1
5.487,29,5.438,0.746,161,3.595,33.7,-118.39,271134.3
3.6896,39,5.185,1.283,2424,5.155,35.35,-119.33,53095.4
5.3203,17,3.136,0.674,1371,3.387,32.86,-117.52,205915.1
3.9532,8,2.474,0.5,2690,2.668,37.62,-121.88,262547.7
4.5269,38,7.098,1.463,3,5.867,39.56,-121.35,249983.5
4.4936,1,10.506,1.728,2042,3.268,34.98,-118.44,172721.3
6.3572,28,6.806,1.447,582,3.279,39.05,-121.95,312085.3
5.7074,38,7.009,1.018,2186,3.69,37.14,-122.03,343906.8
5.7623,37,5.216,1.225,1003,2.58,37.2,-122.09,333934.4
5.8381,30,4.911,1.386,1164,4.114,37.25,-121.82,331807.1
4.7725,6,4.304,1.004,1414,5.08,36.73,-120.73,150097.4
2.7094,8,5.079,1.041,1146,1.837,33.4,-118.38,221653.3
7.9195,30,4.353,1.05,448,3.454,34.22,-117.5,405962.7
5.277,14,3.104,0.865,1961,3.909,33.11,-117.51,269490.6
1.8795,37,8.623,2.406,506,1,39.19,-122.01,117797.2
6.9107,43,8.91,1.506,2456,1.87,33.88,-118.33,379673.6
3.66,31,6.785,1.825,1136,3.063,33.53,-117.87,286915.0
6.4398,14,4.948,0.966,723,4.712,37.27,-121.41,391743.6
3.1097,26,4.371,0.829,1829,1.183,39.38,-121.11,181104.7
5.0662,32,7.781,1.524,3093,3.622,33.74,-118.38,356348.7
1.2502,50,3.672,,3,3.772,39.79,-121.96,178087.3
7.2156,15,2.827,0.699,2503,3.102,33.1,-118.0,236218.3
8.1638,46,5.826,0.68,715,2.582,33.33,-118.19,358793.8
3.2333,34,4.324,0.688,1051,1.668,33.54,-118.32,177607.3
7.6466,51,7.288,1.872,1221,3.132,37.63,-122.3,461201.5
4.5862,30,6.351,0.805,1077,5.031,36.99,-120.83,181627.7
5.5467,41,7.324,1.549,3,3.028,37.65,-121.31,344282.9
5.0904,17,6.283,1.489,1289,4.893,34.11,-118.71,230728.0
3.5655,27,4.303,0.944,2289,3.554,39.56,-122.48,180687.3
9.3263,38,4.101,0.827,3047,3.358,38.5,-122.01,462442.4
3.7006,16,2.716,0.707,1977,,35.34,-118.37,177065.1
4.5329,16,6.017,1.151,2643,1.936,36.46,-119.38,184939.8
3.3599,24,3.824,0.801,2488,3.169,39.85,-121.79,198873.2
7.2502,50,1,0.5,1910,2.852,35.43,-118.19,354688.0
3.3086,24,3.175,0.748,2079,2.964,36.11,-119.07,168403.3
3.0025,19,7.041,1.486,2381,2.013,34.59,-117.55,242807.2
1.4603,39,4.983,0.693,3414,4.721,36.07,-119.91,56195.6
8.6766,34,8.326,0.854,2840,2.306,36.51,-121.21,467141.3
7.087,39,4.483,1.087,338,3.337,38.45,-121.98,434375.8
0.5,31,4.449,0.813,1720,2.115,35.38,-117.94,15000
5.6048,4,5.113,1.654,1269,4.566,34.85,-117.51,290937.6
4.8118,37,5.991,0.698,3,1,38.07,-121.9,427898.3
9.388,36,4.009,0.613,3090,3.692,32.68,-118.15,310218.2
4.305,29,4.754,0.992,1561,3.001,36.93,-121.33,344166.5
4.5441,43,2.263,0.5,1407,3.51,39.66,-122.1,160623.4
6.0877,19,5.362,0.772,3,2.17,38.24,-122.32,396298.8
5.0151,36,3.182,1.07,2932,5.109,36.03,-119.65,152497.9
0.7082,36,3.757,1.04,2545,3.541,39.89,-122.15,17913.8
2.0242,29,7.474,1.071,3,2.41,35.99,-119.4,15000
5.906,25,3.899,1.024,2107,1.452,39.55,-121.86,222416.3
4.8773,42,1.476,0.5,824,3.866,32.91,-118.46,230967.8
4.9563,24,5.548,1.425,3825,3.86,32.58,-118.44,325092.1
6.1451,35,7.604,0.667,1482,3.054,38.37,-121.28,400419.5
5.8051,31,5.445,0.866,2416,3.121,33.44,-117.86,270506.5
6.2557,37,4.296,1.113,1047,3.791,33.21,-118.48,253934.9
4.5225,29,5.324,0.837,1104,4.222,33.25,-118.19,318227.4
4.248,52,8.123,1.778,586,1.643,34.03,-118.89,219007.1
4.9895,1,4.987,1.008,2434,2.027,33.77,-117.94,278664.0
5.97,36,3.061,0.636,623,2.866,34.48,-118.34,391858.5
1.2517,20,5.523,,3,3.249,36.59,-121.98,227636.2
4.9617,26,2.0,0.5,1725,1.969,36.54,-122.25,276013.0
3.398,32,9.033,1.461,49,5.004,39.94,-121.21,105270.0
8.3885,33,4.906,1.109,1755,1.724,34.06,-117.72,500001
3.8446,46,7.031,2.474,196,3.151,33.64,-117.78,211069.9
3.5088,18,5.145,0.87,2021,1,35.57,-120.65,78118.7
6.8663,1,3.078,0.5,1714,4.478,34.2,-118.2,399306.8
7.2539,39,4.528,1.039,2367,2.558,33.46,-118.08,281793.2
1.3132,16,6.528,1.6,3975,1.65,35.97,-120.72,85237.4
0.5,7,2.687,0.504,3,3.325,36.93,-119.32,15000
3.0113,30,5.847,1.391,3096,4.378,36.59,-121.19,251391.6
4.0719,16,7.943,2.208,382,2.674,35.27,-118.12,245891.1
1.161,23,6.92,1.209,184,3.802,35.42,-117.73,88986.5
7.2566,37,5.701,1.135,2438,2.499,36.65,-121.29,391955.1
2.6748,31,4.327,0.956,3,3.271,35.57,-120.69,119699.9
5.3081,8,2.843,,1159,3.202,34.7,-118.69,290156.2
6.2709,38,4.389,1.174,1562,5.629,34.41,-118.48,328082.2
4.6217,50,4.53,0.532,1000,3.371,33.9,-117.99,309763.0
4.409,27,8.146,1.515,3144,4.752,32.92,-117.73,292934.8
2.1793,31,6.182,1.232,1339,3.701,33.03,-118.29,124260.5
0.5,27,4.975,1.192,1244,4.476,35.09,-119.76,40832.5
3.8839,31,7.518,1.691,2908,3.162,35.1,-118.91,179000.6
8.6936,11,3.876,0.785,919,,32.7,-117.58,318357.4
0.5,28,8.526,1.532,1051,4.798,39.46,-122.5,79985.3
3.7809,34,5.929,0.752,1457,3.46,36.14,-120.65,117242.7
8.8878,14,3.78,0.662,745,3.832,33.99,-117.94,500001
3.2119,20,4.212,0.625,2313,3.812,35.16,-120.51,159412.7
4.4841,17,1.728,0.5,465,4.321,34.61,-118.73,242137.5
6.9093,16,5.364,0.923,3,4.495,33.88,-118.26,448529.2
5.5782,36,5.175,1.344,198,2.051,37.51,-122.45,370863.9
5.7453,14,4.806,1.244,493,3.754,36.75,-122.15,372608.8
4.0316,25,5.217,1.198,1819,,35.15,-119.93,156828.0
4.0469,34,2.918,0.66,2330,4.112,38.91,-121.1,155391.7
4.7056,25,7.662,0.978,1142,2.788,35.08,-120.77,214850.8
3.4984,23,5.601,1.791,2413,4.394,39.55,-121.25,110969.3
3.9303,18,9.595,1.607,894,1.704,35.27,-119.25,105116.2
6.8438,33,6.2,0.917,1478,2.638,36.42,-120.24,232895.8
3.9211,30,2.331,0.593,3,5.02,34.16,-118.99,194098.1
5.9126,48,6.681,1.498,1265,5.666,35.48,-118.87,292168.6
7.377,23,2.786,0.713,3,1.25,38.1,-121.76,428008.4
0.6853,12,7.408,1.898,95,2.162,35.26,-120.55,24502.6
7.1972,8,6.07,0.965,1484,1.477,33.7,-117.41,308335.9
2.8101,33,4.934,1.176,1811,3.334,33.53,-118.13,190951.2
1.3671,26,7.33,,3,2.958,33.35,-118.06,145584.3
8.4315,41,5.207,0.714,1666,4.185,36.93,-121.27,438990.5
3.6598,21,4.032,0.913,2543,1.681,35.67,-119.05,124666.3
3.1121,24,4.345,0.969,295,,34.18,-118.6,137891.2
5.8568,35,7.617,0.912,510,3.859,38.81,-121.96,196969.1
3.6169,32,5.504,1.433,2291,3.473,36.83,-121.47,247570.8
5.1841,22,5.223,1.208,3379,4.066,34.16,-118.26,273390.4
7.1625,36,5.671,1.452,1441,3.669,36.88,-121.52,409952.1
3.8642,33,4.347,1.133,1793,4.804,33.15,-117.96,251821.5
2.9229,8,6.261,1.059,1529,4.183,34.76,-117.93,144723.4
1.8657,20,4.158,0.785,1852,1.883,33.84,-117.41,148865.9
3.5438,23,4.686,1.223,1879,1.88,32.59,-118.35,246984.9
3.8929,13,5.918,1.369,345,,33.89,-117.8,242035.0
4.5079,13,4.996,,400,2.6,33.78,-117.89,211908.6
2.9644,7,1.102,0.5,378,3.452,34.55,-117.62,161855.2
9.6737,14,4.371,,1322,1.014,37.02,-122.08,483442.2
1.266,28,6.548,1.425,2565,3.887,36.95,-119.77,15000
3.8768,16,1,0.5,975,3.128,37.24,-121.95,237191.7
4.0064,12,4.424,,1085,3.557,37.57,-122.18,284074.4
4.7658,1,6.302,1.12,3005,2.589,34.09,-117.87,210725.6
2.7512,10,6.804,1.345,735,3.426,34.84,-118.84,134893.7
0.5,29,7.531,1.763,961,1.571,38.7,-121.83,103698.8
5.206,28,5.812,0.921,1027,2.17,37.26,-121.17,403542.6
4.5805,24,4.745,1.044,38,4.118,38.46,-121.16,274228.1
2.8541,14,5.342,0.866,1675,3.876,35.04,-117.66,149370.9
6.2942,37,9.692,2.689,900,1.875,35.07,-120.61,235925.0
2.1272,28,3.738,0.84,443,3.083,34.44,-118.17,168802.8
2.3089,21,7.611,1.662,2400,1.826,34.4,-118.01,179373.0
4.1667,25,2.977,0.652,2412,3.573,36.68,-119.95,183423.7
5.844,18,7.875,,3,3.898,33.88,-118.12,418213.8
2.6924,29,5.035,1.364,2191,2.43,33.14,-117.11,205410.4
2.9662,49,4.835,1.041,1236,1.207,34.49,-118.78,101921.5
4.6694,24,5.678,1.492,1702,1.231,37.55,-121.29,307940.6
3.5405,52,8.806,2.237,3067,2.476,39.84,-122.32,192101.4
1.0033,25,3.901,0.535,3,3.219,35.25,-119.86,15000
2.9091,37,4.208,0.963,1924,1.656,39.13,-122.29,127070.1
4.7111,43,4.564,0.709,2127,3.849,37.82,-122.07,386844.8
4.4679,32,5.148,1.095,666,3.166,33.4,-118.18,260096.5
1.0266,2,6.524,1.25,1234,5.016,36.06,-119.48,114838.5
5.5606,25,3.491,0.572,1992,4.05,34.48,-117.91,414033.7
5.817,9,4.883,0.963,1831,3.079,38.03,-122.36,293553.3
4.912,37,4.659,0.945,1763,4.104,35.6,-119.73,264387.1
1.7526,1,4.6,0.999,2173,5.466,36.57,-120.36,111964.1
1.8283,37,3.928,0.605,3308,2.622,32.79,-117.9,210054.6
4.8765,52,5.37,0.62,2240,3.332,38.87,-122.43,233375.0
4.513,19,4.866,1.238,1566,2.024,39.2,-121.56,164030.8
5.4825,32,3.514,0.691,1236,2.319,34.43,-118.36,390603.2
4.2991,32,8.744,1.206,346,4.174,34.39,-118.65,153171.4
5.8335,41,5.919,1.428,1020,3.659,33.87,-118.26,390333.2
3.4109,22,8.568,1.969,283,4.028,35.5,-118.16,187253.1
5.3661,49,6.638,0.556,126,2.463,37.41,-122.41,346173.1
4.552,29,9.409,1.834,2309,2.9,37.37,-121.91,358040.7
4.6888,27,1.037,0.5,826,3.65,33.62,-117.1,244682.0
6.5994,29,5.202,1.594,1882,2.638,36.71,-122.12,312916.6
4.4,26,4.173,1.341,3,1,33.43,-117.93,232966.0
2.1919,22,4.821,1.063,3,3.264,37.44,-122.06,308296.6
3.22,15,2.777,0.671,2161,3.857,34.15,-118.75,186792.2
5.4182,33,3.827,1.01,808,1,34.69,-117.68,252833.0
7.8496,1,8.727,1.68,3559,4.213,37.77,-121.36,448437.7
4.2713,35,9.282,2.304,526,2.259,38.19,-122.36,356344.0
7.5934,1,8.063,1.365,726,1.779,34.17,-117.92,450393.9
5.017,32,4.675,0.898,905,2.251,35.34,-119.21,135395.2
5.1642,28,6.021,1.104,3091,3.252,38.25,-121.82,369233.8
3.0131,22,4.11,,3945,3.077,38.38,-121.59,238805.0
2.6536,18,6.159,1.918,1282,3.29,36.5,-122.03,258157.8
4.4402,34,4.001,0.769,2095,2.134,36.02,-119.42,136101.1
0.5,5,3.589,0.813,771,2.712,39.63,-121.21,87958.5
2.383,29,6.268,0.577,1103,1.205,34.34,-118.29,154437.4
3.2038,1,3.52,0.79,3041,3.938,38.95,-121.66,68018.4
4.5699,38,2.997,0.647,272,4.207,32.8,-117.89,208158.0
3.7671,19,6.478,1.13,3309,4.001,38.34,-121.24,353934.2
0.8744,15,4.948,0.538,1291,3.317,35.03,-118.69,39024.3
3.4246,22,7.439,1.123,3,2.503,35.79,-119.23,122981.3
4.6757,46,5.43,1.783,2023,3.193,34.27,-117.91,182015.3
4.6141,45,1,0.5,3,1,36.62,-121.43,268697.8
6.2684,4,2.277,0.5,992,5.026,37.63,-121.59,333144.3
4.1528,39,7.423,1.477,1525,3.219,38.14,-121.22,293810.7
3.8331,14,6.564,0.996,2276,1.403,33.87,-117.58,239284.5
1.8287,28,3.287,0.995,1333,1.417,38.16,-122.26,208917.6
4.7628,43,3.509,0.718,397,7.062,36.95,-121.02,370942.4
5.1214,18,3.911,0.883,2125,4.48,32.73,-117.33,251524.7
4.9053,4,2.115,0.5,1724,3.742,37.99,-121.43,324302.9
1.1339,5,3.537,0.928,1980,2.578,39.04,-121.72,92573.2
7.2186,20,8.848,2.103,991,2.465,36.65,-122.4,352353.2
2.3011,39,9.5,2.68,3,3.718,39.38,-122.06,112890.4
2.4426,29,3.643,0.577,2602,3.38,32.63,-117.76,193948.3
0.5,40,6.602,1.567,1067,1.58,39.62,-121.76,15587.4
2.0486,29,2.22,0.521,921,4.29,39.14,-121.27,120216.0
0.5,40,5.328,0.731,2001,3.282,36.95,-120.07,84739.5
3.9816,27,4.347,0.908,1559,3.163,33.51,-118.49,395107.1
3.1219,14,7.781,1.671,11,4.691,34.35,-118.88,117648.1
4.7551,18,6.63,0.917,1002,3.53,39.28,-122.36,248468.0
4.4182,50,7.28,1.747,3069,2.113,35.06,-118.7,205217.5
3.5077,29,7.642,1.758,1372,1.619,37.92,-122.44,237985.6
7.8838,11,3.772,0.764,914,2.539,34.17,-118.23,463305.1
4.6794,21,4.886,1.239,1974,4.374,32.79,-118.12,300272.0
5.4284,25,5.812,1.234,1503,4.1,38.17,-122.09,365664.8
5.3002,17,5.187,1.58,2593,3.693,34.42,-118.99,229542.4
6.1053,34,6.188,1.533,796,3.302,37.19,-122.14,387123.5
3.5322,14,3.04,0.5,886,2.823,38.2,-121.42,294053.7
2.0309,34,5.39,1.355,3,1,39.09,-121.45,108816.1
5.5077,15,8.096,1.424,1354,3.154,34.2,-117.63,332708.4
4.3686,35,4.12,0.873,736,1.207,38.45,-121.77,270400.1
6.6228,29,4.537,0.893,1360,4.528,36.53,-121.89,371349.0
2.3911,44,3.412,0.73,1354,4.488,35.27,-118.91,155631.1
6.9602,35,3.93,0.651,3397,2.59,38.3,-121.97,387112.7
1.8077,52,3.504,0.683,1526,2.77,34.31,-118.39,127426.9
5.598,44,2.951,0.515,1208,5.901,32.56,-118.3,265564.3
5.4016,40,3.821,0.5,1399,1.276,38.32,-121.54,324248.3
4.7316,31,4.389,0.929,1546,2.53,37.36,-122.02,313969.7
2.7684,25,5.094,1.262,3,2.897,39.82,-122.43,136457.2
2.2796,22,2.494,0.527,3,4.217,33.01,-117.24,169566.7
4.231,34,5.601,1.206,3,3.123,35.56,-119.69,224824.0
2.1237,17,8.27,1.409,1938,3.316,38.95,-121.49,116475.5
0.5,6,4.815,0.914,1460,1.798,34.81,-118.72,118528.3
2.5452,21,3.877,,2138,2.332,37.59,-121.87,208405.8
5.6974,14,5.857,1.502,738,2.969,37.01,-122.25,388591.7
3.6663,37,2.537,0.5,2559,3.922,32.93,-117.13,280465.5
2.7462,21,3.556,1.015,1457,4.452,34.4,-117.87,147180.8
5.945,12,6.42,0.666,1530,3.518,33.28,-117.12,239250.8
2.8227,37,4.445,0.764,2225,3.965,39.99,-121.75,191975.7
3.0945,25,3.198,0.871,2410,5.18,35.46,-117.98,149503.0
3.59,15,5.47,1.189,2859,2.964,34.66,-117.88,150027.2
5.813,19,3.901,0.752,535,3.847,36.82,-121.63,408079.6
4.6417,39,5.35,1.059,2924,2.049,38.05,-121.05,313157.2
7.7815,5,5.389,1.045,1220,3.259,37.65,-122.29,376108.5
5.951,37,3.206,0.695,2112,2.452,34.37,-117.86,442179.3
0.5,52,7.575,2.137,3,2.975,35.11,-120.95,124101.3
2.8693,16,4.224,1.013,1053,1.993,37.94,-122.17,282113.2
8.5046,36,7.844,1.581,1863,5.4,33.73,-117.7,396219.0
7.8851,20,5.508,1.318,1196,2.088,36.77,-121.2,383646.6
2.3813,15,6.802,0.817,1053,3.159,39.66,-121.41,130541.8
4.8848,29,5.593,1.29,1708,2.611,34.1,-117.98,255727.9
7.0316,20,6.733,1.593,1182,3.906,33.95,-117.31,339453.5
2.4247,45,4.376,0.966,2054,2.776,39.94,-122.02,183453.0
4.4979,34,5.358,0.689,1352,1.945,33.15,-117.12,317278.5
5.4185,16,7.942,1.66,736,2.488,33.44,-118.46,310826.0
4.1914,15,3.379,0.7,1352,4.279,32.6,-117.29,207581.7
0.5,11,3.823,0.739,3,4.386,36.74,-120.79,15817.6
5.3285,38,7.166,1.715,1837,3.295,37.51,-122.38,346121.0
2.9402,36,5.247,1.116,2498,3.125,38.21,-121.34,323692.7
3.3604,11,6.782,1.263,3,4.239,35.6,-120.16,172850.9
5.0762,48,8.304,1.633,1106,1.63,36.9,-121.47,380978.7
5.5862,18,5.544,1.325,1561,3.784,37.8,-122.27,321716.2
5.9931,26,5.755,0.815,2688,2.265,37.97,-122.12,370464.3
4.4546,23,5.188,0.985,3,1,39.99,-121.29,155487.6
7.3838,24,2.127,0.5,541,1.721,37.15,-122.23,423915.5
5.5341,29,4.694,1.372,1806,1,34.39,-117.62,384240.2
2.9958,23,4.035,0.7,122,3.531,33.64,-117.94,234515.3
4.807,24,9.462,1.778,2142,1.372,34.11,-117.52,334040.7
8.06,52,6.131,1.412,3,1.967,37.49,-122.15,451043.7
5.2961,32,6.366,1.334,312,5.261,38.63,-122.3,144448.8
5.3246,23,7.549,1.541,1831,2.088,32.78,-118.47,314770.9
1.632,36,7.021,1.385,1008,1,32.67,-117.23,155851.0
6.407,38,5.271,1.087,2597,1.706,38.63,-121.75,268307.7
3.2773,31,6.249,1.694,3222,3.535,32.6,-117.17,133636.7
6.7659,31,3.98,0.718,3478,3.067,32.9,-117.1,353520.0
4.0856,32,4.884,0.947,1109,1.872,32.69,-117.2,176410.5
4.7201,42,5.227,1.435,591,4.917,32.59,-117.45,199256.8
3.8434,11,6.23,0.998,3,3.091,37.51,-121.57,201352.1
1.154,5,4.326,0.5,1818,1.92,36.09,-119.52,87048.1
8.485,21,5.349,1.513,852,2.804,33.87,-117.98,445399.4
1.7944,51,3.651,0.904,2724,3.094,35.34,-118.41,79407.4
6.1531,29,7.158,1.897,1942,1.081,33.94,-117.98,424218.3
4.6902,23,7.459,1.917,2406,2.785,37.3,-122.0,329040.0
1.3649,35,2.825,0.656,1497,2.464,38.63,-121.76,120257.1
4.7832,48,6.818,2.197,399,2.96,36.03,-120.1,153197.5
5.3306,48,7.913,1.878,1965,2.347,37.0,-121.8,300821.4
4.5614,20,4.479,0.948,1325,2.851,34.0,-117.74,355771.2
1.1835,40,6.719,0.822,3,3.646,33.71,-118.14,177514.9
1.0242,16,5.226,0.801,3132,2.895,36.74,-119.19,34959.6
5.6955,29,6.935,1.113,681,3.857,33.67,-118.22,251113.9
10.1055,18,5.617,1.443,1174,2.465,37.1,-121.19,500001
6.1193,30,6.234,1.806,782,3.137,33.91,-117.64,421851.1
5.7196,13,5.66,1.146,757,3.693,34.49,-118.4,375223.2
6.0376,23,1.369,0.5,1137,3.518,37.77,-121.18,348064.5
3.7933,32,7.797,0.974,1852,4.083,33.7,-117.99,223239.7
